id,description,category,price,receiver,date,party,gifter,gift
12,Ontvangen een kaart met alle streekomroepen erop van de Stichting Nederlandse Lokale Publieke Omroepen (NLPO). De waarde is onbekend.,uitnodigingen en tickets,,"Aartsen, A.A. (Thierry)",2018-12-14,VVD,nan,een kaart met alle streekomroepen erop van de Stichting Nederlandse Lokale Publieke Omroepen (NLPO). De waarde is onbekend
13,Ontvangen twee toegangskaartjes voor het Muziekfeest van het jaar van de AVRO-TROS. De waarde is onbekend.,uitnodigingen en tickets,,"Aartsen, A.A. (Thierry)",2018-12-07,VVD,het jaar van,twee toegangskaartjes voor het Muziekfeest van het jaar van de AVRO-TROS. De waarde is onbekend
14,Ontvangen van het bestuur van de Eerste Bredasche Heerenzitting 1 toegangsbewijs voor de Eerste Bredasche Heerenzitting. De waarde is onbekend.,uitnodigingen en tickets,,"Aartsen, A.A. (Thierry)",2018-11-18,VVD,het bestuur van,het bestuur van de Eerste Bredasche Heerenzitting 1 toegangsbewijs voor de Eerste Bredasche Heerenzitting. De waarde is onbekend
15,Ontvangen een uitnodiging van de gemeente Enschede voor een bezoek aan de Military Boekelo. De waarde is onbekend.,uitnodigingen en tickets,,"Aartsen, A.A. (Thierry)",2018-10-13,VVD,de gemeente Enschede,een uitnodiging van de gemeente Enschede voor een bezoek aan de Military Boekelo. De waarde is onbekend
16,Ontvangen van de gemeente Tilburg een kaart voor de voetbalwedstrijd Willem II-Feyenoord. De waarde is onbekend.,uitnodigingen en tickets,,"Aartsen, A.A. (Thierry)",2018-10-07,VVD,de gemeente Tilburg,de gemeente Tilburg een kaart voor de voetbalwedstrijd Willem II-Feyenoord. De waarde is onbekend
17,Ontvangen één toegangskaart tot de gemeentelijke skybox in het NAC stadion bij de voetbalwedstrijd NAC-PSV op uitnodiging van de gemeente Breda. De waarde is onbekend.,uitnodigingen en tickets,,"Aartsen, A.A. (Thierry)",2018-09-29,VVD,nan,één toegangskaart tot de gemeentelijke skybox in het NAC stadion bij de voetbalwedstrijd NAC-PSV op uitnodiging van de gemeente Breda. De waarde is onbekend
18,"Ontvangen van de VVD fractie in Breda twee kippen ter waarde van €52,-.",overig,52.0,"Aartsen, A.A. (Thierry)",2018-09-20,VVD,de VVD fractie in Breda,de VVD fractie in Breda twee kippen ter waarde van
19,Ontvangen van de Provincie Brabant kaartjes voor de Brabantse Stoet. De waarde is onbekend.,uitnodigingen en tickets,,"Aartsen, A.A. (Thierry)",2018-09-16,VVD,de Provincie Brabant kaartjes,de Provincie Brabant kaartjes voor de Brabantse Stoet. De waarde is onbekend
20,Ontvangen van de Provincie Brabant een welkomstpakket voor zijn installatie als Kamerlid. De waarde is onbekend.,overig,,"Aartsen, A.A. (Thierry)",2018-09-13,VVD,de Provincie Brabant,de Provincie Brabant een welkomstpakket voor zijn installatie als Kamerlid. De waarde is onbekend
21,"Ontvangen van Binnenklimaat Nederland een Co2-meter met een geschatte waarde van €150,-.",overig,150.0,"Agema, M. (Fleur)",2022-09-08,PVV,Binnenklimaat Nederland,
22,"Ontvangen van uitgeverij Noordhoff de 56e editie van de Grote Bosatlas met een waarde van €70,-.",boeken,70.0,"Agema, M. (Fleur)",2022-04-20,PVV,uitgeverij Noordhoff,
23,"Ontvangen een Co2kanarie ter waarde van € 159,00",overig,159.0,"Agema, M. (Fleur)",2021-11-04,PVV,nan,een Co2kanarie ter waarde van
24,"Ontvangen van Klaas Jol ter gelegenheid van de uitreiking van zijn biografie een schilderij van J. Van Munster uit 1984. De geschatte waarde is ongeveer €200,-.",overig,200.0,"Agema, M. (Fleur)",2020-05-07,PVV,Klaas Jol ter,
25,Ontvangen van De Landelijke Huisartsen Vereniging na een debat op 19 mei 2010 een thermometer en een bloeddrukmeter.,overig,,"Agema, M. (Fleur)",2010-05-19,PVV,De Landelijke Huisartsen Vereniging na,
26,"Ontvangen van Koninklijke Horeca Nederland na het debat in Dudok op 18 mei 2010 2 cadeaubonnen à €100,-- per stuk van Alliance Gastronomique.",cadeaubonnen en geldbedragen,100.0,"Agema, M. (Fleur)",2010-05-18,PVV,Koninklijke Horeca Nederland na,
27,"Ontvangen van Boom uitgevers Amsterdam drie boeken: Montesquieu, over de geest van de wetten (waarde €64,50); Mill over de vrijheid (waarde €18,50) en Pascal Bruckner, Tirannie van het berouw (€23,90), Totale waarde €106,90.",boeken,64.5,"Agema, M. (Fleur)",2008-09-30,PVV,"de wetten (waarde €64,50); Mill over",
28,Ontvangen van de theatermakers twee vrijkaartjes voor een theatervoorstelling 'Door de bank genomen: Tien jaar later'. De waarde is onbekend.,uitnodigingen en tickets,,"Alkaya, M.Ö. (Mahir)",2023-05-30,SP,de theatermakers,de theatermakers twee vrijkaartjes voor een theatervoorstelling 'Door de bank genomen: Tien jaar later'. De waarde is onbekend
29,Ontvangen van het Taipei Representative Office een fles drank. De waarde is onbekend.,etenswaren en dranken,,"Amhaouch, M. (Mustafa)",2023-01-10,CDA,het Taipei Representative Office,het Taipei Representative Office een fles drank. De waarde is onbekend
30,Ontvangen van de vertegenwoordigster van Taiwan een doos bonbons naar aanleiding van een gesprek bij de Tweede Kamer. De waarde is onbekend.,etenswaren en dranken,,"Amhaouch, M. (Mustafa)",2022-10-12,CDA,de vertegenwoordigster van Taiwan,de vertegenwoordigster van Taiwan een doos bonbons naar aanleiding van een gesprek bij de Tweede Kamer. De waarde is onbekend
31,"Ontvangen van de gemeente Eindhoven een uitnodiging, voor twee personen, voor de voetbalwedstrijd PSV-Ajax. De waarde is onbekend.",uitnodigingen en tickets,,"Amhaouch, M. (Mustafa)",2018-09-23,CDA,de gemeente Eindhoven," de gemeente Eindhoven een uitnodiging, voor twee personen, voor de voetbalwedstrijd PSV-Ajax. De waarde is onbekend"
32,Ontvangen twee echte Limburgse Vlaaien (abrikozen/kersen) van KBO Grubbenvorst. De waarde is onbekend.,etenswaren en dranken,,"Amhaouch, M. (Mustafa)",2017-11-08,CDA,nan,twee echte Limburgse Vlaaien (abrikozen/kersen) van KBO Grubbenvorst. De waarde is onbekend
33,"Ontvangen van register belasting adviseurs het boek ‘RB VeRBeter bundel’ ter waarde van €29,95 .",boeken,29.95,"Azarkan, F. (Farid)",2023-10-24,DENK,register belasting adviseurs,het boek ‘RB VeRBeter bundel’ ter waarde van
34,"Ontvangen het boek ‘Zo, nu ben je wees’ van Jojanneke van den Bosch ter waarde van €39,90.",boeken,39.9,"Azarkan, F. (Farid)",2023-10-17,DENK,nan," het boek ‘Zo, nu ben je wees’ van Jojanneke van den Bosch ter waarde van"
35,"Ontvangen van SIB Leiden een cadeaupakket met SIB merchandise ter waarde van €33,85",overig,33.85,"Azarkan, F. (Farid)",2023-09-13,DENK,SIB Leiden,een cadeaupakket met SIB merchandise ter waarde van
36,"Ontvangen van de evaluatiecommissie van Balen het boek ‘Het vertrouwen zoek, de kabinetsformatie 2021/2022 geëvalueerd’ ter waarde van €29,90.",boeken,29.9,"Azarkan, F. (Farid)",2023-07-04,DENK,de evaluatiecommissie van Balen," de evaluatiecommissie van Balen het boek ‘Het vertrouwen zoek, de kabinetsformatie 2021/2022 geëvalueerd’ ter waarde van"
37,"Ontvangen het boek ‘politieke polarisatie in Nederland’ ter waarde van €19,90.",boeken,19.9,"Azarkan, F. (Farid)",2023-07-04,DENK,nan,het boek ‘politieke polarisatie in Nederland’ ter waarde van
38,"Ontvangen van het Voedingscentrum het boek ‘Schijf van vijf kookboek’, ter waarde van €19,95.",boeken,19.95,"Azarkan, F. (Farid)",2023-06-14,DENK,het Voedingscentrum," het Voedingscentrum het boek ‘Schijf van vijf kookboek’, ter waarde van"
39,"Ontvangen het boek ‘Verstikkende bureaucratie met wortel en tak uitroeien’ van Guus Berkhout ter waarde van €12,95.",boeken,12.95,"Azarkan, F. (Farid)",2023-06-09,DENK,nan,het boek ‘Verstikkende bureaucratie met wortel en tak uitroeien’ van Guus Berkhout ter waarde van
40,"Ontvangen het boek ‘Gelijk goed beginnen’ van Tessa Roseboom ter waarde van €31,50.",boeken,31.5,"Azarkan, F. (Farid)",2023-06-01,DENK,nan,het boek ‘Gelijk goed beginnen’ van Tessa Roseboom ter waarde van
41,"Ontvangen het boek ‘De eerste 1000 dagen’ van Tessa Roseboom ter waarde van €29,95.",boeken,29.95,"Azarkan, F. (Farid)",2023-06-01,DENK,nan,het boek ‘De eerste 1000 dagen’ van Tessa Roseboom ter waarde van
42,"Ontvangen van SaBais B.V. het boek ‘Worst bank scenario’ ter waarde van €25,-.",boeken,25.0,"Azarkan, F. (Farid)",2023-03-15,DENK,SaBais B.V.,het boek ‘Worst bank scenario’ ter waarde van
43,"Ontvangen van de Haagse Hogeschool een VVV-bon ter waarde van €50,-.",cadeaubonnen en geldbedragen,50.0,"Azarkan, F. (Farid)",2023-02-23,DENK,de Haagse Hogeschool,de Haagse Hogeschool een VVV-bon ter waarde van
44,"Ontvangen van Rozemarijn van ’t Einde het boek ‘Rebelleren voor het leven’ van Rozemarijn van ’t Einde ter waarde van €20,99.",boeken,20.99,"Azarkan, F. (Farid)",2023-02-20,DENK,Rozemarijn van ’t Einde,het boek ‘Rebelleren voor het leven’ van Rozemarijn van ’t Einde ter waarde van
45,"Ontvangen van Martijn Aslander het boek 'Ons werk is stuk' ter waarde van € 24,95.",boeken,24.95,"Azarkan, F. (Farid)",2023-01-30,DENK,Martijn Aslander,het boek 'Ons werk is stuk' ter waarde van
46,"Ontvangen van de RAI Vereniging een fietspomp ter waarde van € 17,95.",overig,17.95,"Azarkan, F. (Farid)",2023-01-26,DENK,de RAI Vereniging,de RAI Vereniging een fietspomp ter waarde van
47,"Ontvangen van De Correspondent Uitgevers het boek ‘Sander en de brug, vijf voorstellen voor een eerlijker Nederland’ ter waarde van € 15,-.",boeken,15.0,"Azarkan, F. (Farid)",2023-01-23,DENK,De Correspondent Uitgevers," het boek ‘Sander en de brug, vijf voorstellen voor een eerlijker Nederland’ ter waarde van"
48,"Ontvangen via de post het boek: ‘Naar een nieuw tijdperk met een zakenkabinet’ ter waarde van €16,95.",boeken,16.95,"Azarkan, F. (Farid)",2023-01-16,DENK,nan,de post het boek: ‘Naar een nieuw tijdperk met een zakenkabinet’ ter waarde van
49,"Ontvangen van Karin Blankenstein het boek: ‘Ze lullen maar een die eind weg’ van John Blankenstein ter waarde van €12,89.",boeken,12.89,"Azarkan, F. (Farid)",2023-01-02,DENK,Karin Blankenstein,het boek: ‘Ze lullen maar een die eind weg’ van John Blankenstein ter waarde van
50,"Ontvangen van ProDemos een chocoladereep van Tony Chocolonely ter waarde van €3,29.",etenswaren en dranken,3.29,"Azarkan, F. (Farid)",2022-12-22,DENK,ProDemos,een chocoladereep van Tony Chocolonely ter waarde van
51,"Ontvangen van Elsevier het boek: 'Handboek Minister: De Lang geheimgehouden instructies aan bewindslieden' ook wel het ‘blauwe boek’ genoemd’ van Joppe Gloerich ter waarde van €14,95.",boeken,14.95,"Azarkan, F. (Farid)",2022-12-19,DENK,Elsevier,het boek: 'Handboek Minister: De Lang geheimgehouden instructies aan bewindslieden' ook wel het ‘blauwe boek’ genoemd’ van Joppe Gloerich ter waarde van
52,"Ontvangen van een burger een horloge van het merk Seiko ter waarde van €280,-. Bedrag gedoneerd aan een goed doel.",overig,280.0,"Azarkan, F. (Farid)",2022-12-16,DENK,een burger,een burger een horloge van het merk Seiko ter waarde van
53,"Ontvangen van een burger een doos Italiaanse koekjes ter waarde van €11,85.",etenswaren en dranken,11.85,"Azarkan, F. (Farid)",2022-12-16,DENK,een burger,een burger een doos Italiaanse koekjes ter waarde van
54,"Ontvangen van Paul Hassels Mönning het boek ‘Palmen op de Noodpool, het grote verhaal van klimaatverandering’ ter waarde €25,-.",boeken,25.0,"Azarkan, F. (Farid)",2022-11-17,DENK,Paul Hassels Mönning,
55,"Ontvangen van een scholier: een geschenkdoos Ferrero Collection chocolade ter waarde van €7,50.",etenswaren en dranken,7.5,"Azarkan, F. (Farid)",2022-11-14,DENK,een scholier:,een scholier: een geschenkdoos Ferrero Collection chocolade ter waarde van
56,"Ontvangen van het bestuur van de NPO het boek 'Het verhaal van Nederland, onze geschiedenis van de prehistorie tot nu' ter waarde van €15,-.",boeken,15.0,"Azarkan, F. (Farid)",2022-11-04,DENK,het bestuur van," het bestuur van de NPO het boek 'Het verhaal van Nederland, onze geschiedenis van de prehistorie tot nu' ter waarde van"
57,"Ontvangen van IMPAKT het kaartspel 'Turning Tables- fair tech card game' ter waarde van €12,50",uitnodigingen en tickets,12.5,"Azarkan, F. (Farid)",2022-10-28,DENK,IMPAKT,het kaartspel 'Turning Tables- fair tech card game' ter waarde van
58,"Ontvangen van het Mendelcollege het boek ‘De zeven vinkjes’ van Joris Luyendijk ter waarde van €21,99.",boeken,21.99,"Azarkan, F. (Farid)",2022-10-03,DENK,het Mendelcollege,het Mendelcollege het boek ‘De zeven vinkjes’ van Joris Luyendijk ter waarde van
59,"Ontvangen het boek ‘Kafka in de Rechtsstaat De gevolgen van een leesfout: de toeslagenaffaire ontleed’ van Ellen Pasman ter waarde van €20,-.",boeken,20.0,"Azarkan, F. (Farid)",2022-08-31,DENK,een leesfout:,het boek ‘Kafka in de Rechtsstaat De gevolgen van een leesfout: de toeslagenaffaire ontleed’ van Ellen Pasman ter waarde van
60,"Ontvangen vanwege het behalen van de 8e plaats in de Nationale Politieke Index een exemplaar van HP de Tijd, uitgave september 2022, ter waarde van €8,95.",overig,8.95,"Azarkan, F. (Farid)",2022-08-30,DENK,de 8e plaats in," het behalen van de 8e plaats in de Nationale Politieke Index een exemplaar van HP de Tijd, uitgave september 2022, ter waarde van"
61,"Ontvangen van uitgeverij Atlas Contact het boek ‘Achtervolgd door de staatsmaffia’ van Bill Browder ter waarde van €24,95.",boeken,24.95,"Azarkan, F. (Farid)",2022-07-07,DENK,uitgeverij Atlas Contact,het boek ‘Achtervolgd door de staatsmaffia’ van Bill Browder ter waarde van
62,"Ontvangen van de Raad voor het Openbaar Bestuur het boek ‘Wetenschap en overheidsbeleid, een spanningsvolle relatie’ ter waarde van €24,90.",boeken,24.9,"Azarkan, F. (Farid)",2022-07-07,DENK,de Raad," de Raad voor het Openbaar Bestuur het boek ‘Wetenschap en overheidsbeleid, een spanningsvolle relatie’ ter waarde van"
63,"Ontvangen van de Bestuurskundige Interfacultaire Vereniging Leiden een waardebon van €30,- en een bos bloemen. De waarde is onbekend",bloemen,30.0,"Azarkan, F. (Farid)",2022-04-19,DENK,"€30,- en"," de Bestuurskundige Interfacultaire Vereniging Leiden een waardebon van €30,- en een bos bloemen. De waarde is onbekend"
64,"Ontvangen het boek ‘Ze moeten altijd mij hebben’ van Anja Diender ter waarde van €21,80",boeken,21.8,"Azarkan, F. (Farid)",2022-04-04,DENK,nan,het boek ‘Ze moeten altijd mij hebben’ van Anja Diender ter waarde van
65,"Ontvangen van Noordhoff uitgevers de zesenvijftigste editie van de Grote Bosatlas ter waarde van € 69,95.",boeken,69.95,"Azarkan, F. (Farid)",2022-03-31,DENK,Noordhoff uitgevers,de zesenvijftigste editie van de Grote Bosatlas ter waarde van
66,Ontvangen een autoritje. De waarde is onbekend.,overig,,"Azarkan, F. (Farid)",2022-03-11,DENK,nan,een autoritje. De waarde is onbekend
67,"Ontvangen couscous ter waarde van €14,75.",etenswaren en dranken,14.75,"Azarkan, F. (Farid)",2022-03-11,DENK,nan,
68,"Ontvangen een visschotel ter waarde van €24,95.",etenswaren en dranken,24.95,"Azarkan, F. (Farid)",2022-03-11,DENK,nan,een visschotel ter waarde van
69,"Ontvangen van een Haagse ondernemer 2 kilo kersen ter waarde van €16,-.",etenswaren en dranken,16.0,"Azarkan, F. (Farid)",2022-03-11,DENK,een Haagse ondernemer,een Haagse ondernemer 2 kilo kersen ter waarde van
70,"Ontvangen van Nizaar Makdoembaks het boek ‘Racisme in de Bijlmer’ ter waarde van €55,-.",boeken,55.0,"Azarkan, F. (Farid)",2021-12-10,DENK,Nizaar Makdoembaks,het boek ‘Racisme in de Bijlmer’ ter waarde van
71,"Ontvangen van Google drie Titan Security Keys ter waarde van €35,- per stuk (€105,- in totaal).",overig,35.0,"Azarkan, F. (Farid)",2021-12-10,DENK,nan,
72,Ontvangen van Groene Metropoolregio Nijmegen Arnhem een vogelhuisje. De waarde is onbekend.,overig,,"Azarkan, F. (Farid)",2021-04-14,DENK,Groene Metropoolregio Nijmegen Arnhem,een vogelhuisje. De waarde is onbekend
73,Ontvangen van een burger op straat tijdens campagne een bos bloemen. De waarde is onbekend.,bloemen,,"Azarkan, F. (Farid)",2021-04-14,DENK,een burger op straat,een burger op straat tijdens campagne een bos bloemen. De waarde is onbekend
74,Ontvangen een draadloze telefoonlader. De waarde is onbekend.,overig,,"Azarkan, F. (Farid)",2021-04-14,DENK,nan,een draadloze telefoonlader. De waarde is onbekend
75,"Ontvangen het boek ""Zo hadden we het niet bedoeld- De tragedie achter de toeslagenaffaire"" van Jesse Frederik meet een geschatte waarde van €22,50.",boeken,22.5,"Azarkan, F. (Farid)",2021-04-14,DENK,Jesse Frederik meet,
76,Ontvangen een doos chocolade. De waarde is onbekend.,etenswaren en dranken,,"Azarkan, F. (Farid)",2021-04-14,DENK,nan,een doos chocolade. De waarde is onbekend
77,Ontvangen van een burger (ondernemer) op straat tijdens campagne in Bergen op Zoom een fleecedeken. De waarde is onbekend.,overig,,"Azarkan, F. (Farid)",2021-03-17,DENK,een burger (ondernemer) op straat,een burger (ondernemer) op straat tijdens campagne in Bergen op Zoom een fleecedeken. De waarde is onbekend
78,Ontvangen van een burger op straat tijdens campagne een bos bloemen. De waarde is onbekend.,bloemen,,"Azarkan, F. (Farid)",2021-03-17,DENK,een burger op straat,een burger op straat tijdens campagne een bos bloemen. De waarde is onbekend
79,Ontvangen van een burger op straat tijdens campagne een doos dadels. De waarde is onbekend.,etenswaren en dranken,,"Azarkan, F. (Farid)",2021-03-17,DENK,een burger op straat,een burger op straat tijdens campagne een doos dadels. De waarde is onbekend
80,Ontvangen van een burger op straat tijdens campagne een bos bloemen. De waarde is onbekend.,bloemen,,"Azarkan, F. (Farid)",2021-03-16,DENK,een burger op straat,een burger op straat tijdens campagne een bos bloemen. De waarde is onbekend
81,"Ontvangen van Ruud de Wild i.v.m. het programma ""ingelijst"" een schilderij ter waarde van €1500,-.",overig,1500.0,"Azarkan, F. (Farid)",2021-02-25,DENK,Ruud de Wild i.v.m.," de Wild i.v.m. het programma ""ingelijst"" een schilderij ter waarde van"
82,Ontvangen van Ronald van Klaveren een patatje. De waarde is onbekend.,etenswaren en dranken,,"Azarkan, F. (Farid)",2021-01-04,DENK,Ronald van Klaveren,een patatje. De waarde is onbekend
83,"Ontvangen van Noordhoff uitgevers de zesenvijftigste editie van de Grote Bosatlas ter waarde van € 69,95.",boeken,69.95,"Azarkan, F. (Farid)",2022-03-31,DENK,Noordhoff uitgevers,de zesenvijftigste editie van de Grote Bosatlas ter waarde van
84,"Ontvangen het boek 'Naar een nieuw tijdperk met een zakenkabinet' van Guus Berkhout ter waarde van €16,95,-.",boeken,16.95,"Becker, B. (Bente)",2023-01-19,VVD,nan,het boek 'Naar een nieuw tijdperk met een zakenkabinet' van Guus Berkhout ter waarde van
85,Ontvangen van Uitgeverij Noordhoff de zesenvijftigste editie van de Grote Bosatlas. De waarde is onbekend.,boeken,69.95,"Becker, B. (Bente)",2022-03-30,VVD,Uitgeverij Noordhoff,de zesenvijftigste editie van de Grote Bosatlas. De waarde is onbekend
86,Ontvangen van de Stichting Ondersteuning VVD (SOV) een Stamppotdiner SOV. De waarde is onbekend.,etenswaren en dranken,,"Becker, B. (Bente)",2021-11-02,VVD,de Stichting Ondersteuning VVD (SOV),de Stichting Ondersteuning VVD (SOV) een Stamppotdiner SOV. De waarde is onbekend
87,"Ontvangen van het College van Gedeputeerde Staten van Limburg en de Regio Venlo een uitnodiging voor het Aspergediner in Nieuwspoort ter waarde van €97,50.",uitnodigingen en tickets,97.5,"Becker, B. (Bente)",2019-04-17,VVD,het College van Gedeputeerde Staten van Limburg en,het College van Gedeputeerde Staten van Limburg en de Regio Venlo een uitnodiging voor het Aspergediner in Nieuwspoort ter waarde van
88,"Ontvangen het boek ‘Negotiating Peace’ van Sven Koopmans ter waarde van €133,-.",boeken,133.0,"Becker, B. (Bente)",2019-02-12,VVD,nan,het boek ‘Negotiating Peace’ van Sven Koopmans ter waarde van
89,"Ontvangen van kunstenaar Eddy Roos het boek 'Verstilde beweging' van Eddy Roos ter waarde van €80,20.",boeken,80.2,"Beckerman, S.M. (Sandra)",2023-04-29,SP,kunstenaar Eddy Roos,het boek 'Verstilde beweging' van Eddy Roos ter waarde van
90,"Ontvangen tijdens een werkbezoek met de vaste commissie Binnenlandse Zaken aan Buwog een serie brochures en boeken over woningbouw in Wenen. Een van deze boeken, het boek over 'Woningbouw in Wenen' heeft een geschatte",uitnodigingen en tickets,,"Beckerman, S.M. (Sandra)",2022-09-09,SP,"deze boeken,",
91,"Ontvangen een serie van 4 gebonden boeken getiteld: “Opgravingen aan de Grote Markt Oostzijde (Raap rapport 3300)” van Marten Verbruggen, directeur RAAP. De waarde is onbekend omdat de boeken nooit zijn verkocht.",boeken,,"Beckerman, S.M. (Sandra)",2020-01-13,SP,4 gebonden boeken getiteld: “Opgravingen aan," een serie van 4 gebonden boeken getiteld: “Opgravingen aan de Grote Markt Oostzijde (Raap rapport 3300)” van Marten Verbruggen, directeur RAAP. De waarde is onbekend"
92,Ontvangen een schilderij van kunstenaar Hilda de Vries (artiestennaam Lotje). De waarde is onbekend.,overig,,"Beckerman, S.M. (Sandra)",2019-05-07,SP,kunstenaar Hilda,een schilderij van kunstenaar Hilda de Vries (artiestennaam Lotje). De waarde is onbekend
93,Ontvangen van de provincie Noord-Holland het boek ‘Wereldvondsten uit een Hollands schip’. De waarde is onbekend.,boeken,,"Beckerman, S.M. (Sandra)",2019-03-13,SP,de provincie Noord-Holland,de provincie Noord-Holland het boek ‘Wereldvondsten uit een Hollands schip’. De waarde is onbekend
94,"Ontvangen een cheque van €250 voor een goed doel, voor deelname aan de collegetour van openbare scholengemeenschap Winkler Prins in Veendam. Het geld is gedoneerd aan het Stut en Steun.",cadeaubonnen en geldbedragen,250,"Beckerman, S.M. (Sandra)",2018-03-19,SP,€250 voor,
95,"Ontvangen van uitgeverij Noordhoff de 56e editie van de Grote Bosatlas met een waarde van €70,-.",boeken,70.0,"Beertema, H.J. (Harm)",2022-04-20,PVV,uitgeverij Noordhoff,
96,Ontvangen van het college van B&W van Rotterdam een kaartje voor het North Sea jazz. De waarde is onbekend.,uitnodigingen en tickets,,"Belhaj, S. (Salima)",2023-07-07,D66,het college van B&W van Rotterdam,het college van B&W van Rotterdam een kaartje voor het North Sea jazz. De waarde is onbekend
97,"Ontvangen van Kees Verhoeven het boek “De democratie crasht” ter waarde van €22,99.",boeken,22.99,"Belhaj, S. (Salima)",2023-07-04,D66,Kees Verhoeven,het boek “De democratie crasht” ter waarde van
98,Ontvangen van de Gemeente Rotterdam een toegangskaart voor het North Sea Jazz Festival te Rotterdam. De waarde is onbekend.,uitnodigingen en tickets,,"Belhaj, S. (Salima)",2022-07-08,D66,de Gemeente Rotterdam,de Gemeente Rotterdam een toegangskaart voor het North Sea Jazz Festival te Rotterdam. De waarde is onbekend
99,Ontvangen van Rotterdam Festivals een Rotterdampas en een schaal. De waarde is onbekend.,overig,,"Belhaj, S. (Salima)",2022-07-08,D66,Rotterdam Festivals,een Rotterdampas en een schaal. De waarde is onbekend
100,Ontvangen van de KNVB toegangskaarten voor de wedstrijd Nederland - Polen. De waarde is onbekend.,uitnodigingen en tickets,,"Belhaj, S. (Salima)",2022-06-10,D66,de KNVB toegangskaarten,de KNVB toegangskaarten voor de wedstrijd Nederland - Polen. De waarde is onbekend
101,"Ontvangen van Uitgeverij Noordhoff de 56e editie van De Grote Bosatlas ter waarde van €69,95.",boeken,69.95,"Belhaj, S. (Salima)",2022-04-06,D66,Uitgeverij Noordhoff,de 56e editie van De Grote Bosatlas ter waarde van
102,Ontvangen van het College van B&W Rotterdam twee tickets voor de finale van het Songfestival. De waarde is onbekend.,uitnodigingen en tickets,,"Belhaj, S. (Salima)",2021-05-22,D66,het College van B&W Rotterdam,het College van B&W Rotterdam twee tickets voor de finale van het Songfestival. De waarde is onbekend
103,"Ontvangen van het Elsevier Defensie Verkiezingsdebat 2 flessen wijn & boeken ter waarde van €155,-",etenswaren en dranken,155.0,"Belhaj, S. (Salima)",2021-02-27,D66,het Elsevier Defensie Verkiezingsdebat,het Elsevier Defensie Verkiezingsdebat 2 flessen wijn & boeken ter waarde van
104,"Ontvangen van de Gemeente Rotterdam 2 kaarten voor North Sea Jazz ter waarde van €190,-.",uitnodigingen en tickets,190.0,"Belhaj, S. (Salima)",2019-06-13,D66,de Gemeente Rotterdam,de Gemeente Rotterdam 2 kaarten voor North Sea Jazz ter waarde van
105,"Ontvangen van de Provincie Limburg twee kaarten voor de Tefaf ter waarde van €80,-.",uitnodigingen en tickets,80.0,"Belhaj, S. (Salima)",2019-03-22,D66,de Provincie Limburg,de Provincie Limburg twee kaarten voor de Tefaf ter waarde van
106,"Ontvangen van gemeente Groningen een kaart voor Eurosonic Noorderslag op 17, 18 en 19 januari 2019 met een totale waarde van €167,-.",uitnodigingen en tickets,167.0,"Belhaj, S. (Salima)",2019-01-17,D66,gemeente Groningen,
107,"Ontvangen van Netherlands Maritime Technology een kaart voor de Maritime Gala awards ter waarde van €125,-.",uitnodigingen en tickets,125.0,"Belhaj, S. (Salima)",2018-11-12,D66,Netherlands Maritime Technology,een kaart voor de Maritime Gala awards ter waarde van
108,Ontvangen gala kaarten voor het Martiem Gala 2017 van Nederland Martiemland. De waarde is onbekend.,uitnodigingen en tickets,,"Belhaj, S. (Salima)",2017-11-12,D66,nan,voor het Martiem Gala 2017 van Nederland Martiemland. De waarde is onbekend
109,Ontvangen een Chinees Paper-cut boek van Chinese delegatie Juridische commissie Parlement van China. De waarde is onbekend.,boeken,,"Belhaj, S. (Salima)",2017-09-27,D66,nan,een Chinees Paper-cut boek van Chinese delegatie Juridische commissie Parlement van China. De waarde is onbekend
110,Ontvangen van NOCNSF twee kaarten voor een voetbalwedstrijd van het Nederlandse vrouwen voetbalteam. De waarde is onbekend.,uitnodigingen en tickets,,"Belhaj, S. (Salima)",2017-07-20,D66,NOCNSF,twee kaarten voor een voetbalwedstrijd van het Nederlandse vrouwen voetbalteam. De waarde is onbekend
111,Ontvangen van gemeente Rotterdam twee kaarten voor het North Sea Jazz festival. De waarde is onbekend.,uitnodigingen en tickets,,"Belhaj, S. (Salima)",2017-07-08,D66,gemeente Rotterdam,twee kaarten voor het North Sea Jazz festival. De waarde is onbekend
112,"Ontvangen van Elsevier het boek ""Te Wapen in het kielzog van een krimpende krijgsmacht"" van Eric Vrijsen ter waarde van €14,95.",boeken,14.95,"Belhaj, S. (Salima)",2016-04-03,D66,Elsevier," het boek ""Te Wapen in het kielzog van een krimpende krijgsmacht"" van Eric Vrijsen ter waarde van"
113,"Ontvangen van Elsevier het boek ""Enkele reis Nederland hoe massa-immigratie ons land veranderde"" van Gertjan van Schoonhoven ter waarde van €14,95.",boeken,14.95,"Belhaj, S. (Salima)",2016-04-03,D66,Elsevier," het boek ""Enkele reis Nederland hoe massa-immigratie ons land veranderde"" van Gertjan van Schoonhoven ter waarde van"
114,"Ontvangen van Elsevier het boek ""Anatomie van de macht"" van Eric Vrijsen ter waarde van €14,95.",boeken,14.95,"Belhaj, S. (Salima)",2016-04-03,D66,Elsevier," het boek ""Anatomie van de macht"" van Eric Vrijsen ter waarde van"
